theta,v_w,H,pilot_kappa,s_vw_fit,p_fit,q_fit,kappa_fit,lambda_fit,A0_theta_fit,A_eff_fit,rel_rmse
1.308996938995747,0.3,1.5,0.560879999999952,0.1297397878886659,3.2461426726972884,2.0,0.0727684522309887,1.8055166546366528,0.6833103890463863,0.013717627834731223,0.040024650344400246
1.308996938995747,0.3,2.0,0.492239999999967,0.1297397878886659,3.2461426726972884,2.0,0.06386311319031261,1.8055166546366528,0.6833103890463863,0.013717627834731223,0.037660595110584935
1.308996938995747,0.5,0.05,1.6700000000035242,0.17721569422477954,3.2461426726972884,2.0,0.29595020935600636,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.14160682074584327
1.308996938995747,0.5,0.1,1.6191999999998217,0.17721569422477954,3.2461426726972884,2.0,0.2869476520887314,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.1214450760859118
1.308996938995747,0.5,0.2,1.4379999999998416,0.17721569422477954,3.2461426726972884,2.0,0.2548361682952049,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.133312899864297
1.308996938995747,0.5,0.5,1.130399999999876,0.17721569422477954,3.2461426726972884,2.0,0.2003246207516688,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.07368009147454238
1.308996938995747,0.5,1.0,0.9151999999999044,0.17721569422477954,3.2461426726972884,2.0,0.16218780335450128,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.02059155255823618
1.308996938995747,0.5,1.5,0.8151999999999331,0.17721569422477954,3.2461426726972884,2.0,0.14446623393202843,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.036952972510549104
1.308996938995747,0.5,2.0,0.721199999999956,0.17721569422477954,3.2461426726972884,2.0,0.1278079586749032,1.8055166546366528,0.6833103890463863,0.07201644996236498,0.0399063440833648
1.308996938995747,0.7,0.05,2.033360000004291,0.2500414256406645,3.2461426726972884,2.0,0.5084242332417744,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.12218635529021532
1.308996938995747,0.7,0.1,1.9807199999997815,0.2500414256406645,3.2461426726972884,2.0,0.4952620525949224,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.09769436139563578
1.308996938995747,0.7,0.2,1.7975999999998018,0.2500414256406645,3.2461426726972884,2.0,0.44947446673160896,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.11452609397616409
1.308996938995747,0.7,0.5,1.45207999999984,0.2500414256406645,3.2461426726972884,2.0,0.3630801533442561,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.03210829287669096
1.308996938995747,0.7,1.0,1.1888799999998765,0.2500414256406645,3.2461426726972884,2.0,0.2972692501156423,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.017002924523134014
1.308996938995747,0.7,1.5,1.0639999999999148,0.2500414256406645,3.2461426726972884,2.0,0.2660440768816457,1.8055166546366528,0.6833103890463863,0.21467632960131974,0.03600964873852909
